Skin Rescue Daily Face Cream,First Aid Beauty,22,545,4.2, ,Oily|Anti-aging,https://www.sephora.com/productimages/sku/s1244862-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/skin-rescue-daily-face-cream-P257524?skuId=1244862
Water Drench® Hyaluronic Hydrating Moisturizer SPF 45,Peter Thomas Roth,52,697,4.4,  A water-resistant%2C broad-spectrum SPF 45 sunscreen with a hydrating 30 percent hyaluronic acid complex%2C unique water-break texture%2C and invisible finish.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2354629-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/peter-thomas-roth-water-drench-hyaluronic-hydrating-moisturizer-spf-45-P458576?skuId=2354629
Essential Firming Cream,Sulwhasoo,100,78,4.7,  ,,https://www.sephora.com/productimages/sku/s2291045-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/essential-firming-cream-P448925?skuId=2291045
Lotus Anti-Aging Night Moisturizer,fresh,52,1600,4.5,  A lightweight%2C antioxidant-rich nightly recovery cream that purifies while visibly minimizing signs of aging for more youthful-%2C rested-looking skin by morning.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2175560-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/lotus-youth-preserve-dream-face-cream-P440312?skuId=2175560
Banana Soufflé Moisture Cream,Glow Recipe,39,1453,4.2,  A soothing%2C lightweight moisturizer%2C this sweet soufflé of banana%2C magnesium%2C turmeric%2C and cica is your recipe for calmer%2C hydrated%2C even skin. ,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2303667-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/glow-recipe-banana-souffle-moisture-cream-P453223?skuId=2303667
Signature Moisturizer,ROSE Ingleton MD,85,115,4.8,  A rich yet lightweight moisturizer to visibly smooth wrinkles and deliver a potent dose of all the necessary basic nutrients for healthy-looking skin.,Normal|Dry|Combination|Oily|Brightening|Anti-aging,https://www.sephora.com/productimages/sku/s2451060-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/rose-ingleton-md-signature-moisturizer-P468850?skuId=2451060
Cream Skin Toner & Moisturizer,LANEIGE,33,1542,4.4,  A two-in-one formula that preps and softens like a toner and moisturizes like a cream for maximum hydration benefits in one simple step.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2258812-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/cream-skin-toner-moisturizer-P446930?skuId=2258812
Daily Blemish Repairing Moisturizer,Peace Out,28,111,4.7,  A lightweight%2C alcohol-free moisturizer made with sensitive and blemish-prone skin in mind to visibly replenish%2C refine%2C and boost your moisture barrier.,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2482529-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/peace-out-daily-repairing-moisturizer-P474971?skuId=2482529
Next Level Moisturizer,iNNBEAUTY PROJECT,22,75,4.6,  An intensely hydrating%2C silicone-free gel cream that visibly evens and smooths the skin%2C adds a natural%2C dewy glow%2C and is clinically proven to hydrate for 72 hours. ,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2458636-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/innbeauty-project-next-level-no-bs-moisturizer-P471042?skuId=2458636
RESIST Barrier Repair Moisturizer with Retinol,Paula's Choice,33,18,4.4,  An advanced%2C visibly renewing moisturizer formulated with retinol and powerful antioxidants to improve the look of hydration%2C wrinkles%2C and fine lines.,Normal|Dry,https://www.sephora.com/productimages/sku/s2421212-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/paula-s-choice-resist-barrier-repair-moisturizer-with-retinol-P469518?skuId=2421212
Hydra Vizor Invisible Moisturizer Broad Spectrum SPF 30 Sunscreen with Niacinamide,Fenty Skin,35,504,4,  A refillable two-in-one sunscreen moisturizer that’s lightweight%2C oil free%2C noncomedogenic%2C and invisible—it targets dark spots%2C and is makeup-friendly. ,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2418879-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/fenty-skin-hydra-vizor-moisturizer-broad-spectrum-spf-30-sunscreen-P467249?skuId=2418879
Squalane + Probiotic Gel Moisturizer,Biossance,52,626,4.2,  A weightless%2C hydrating gel moisturizer infused with squalane and probiotic technology that is known to calm and soothe skin while supporting the skin‘s natural barrier. ,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2051910-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/squalane-probiotic-gel-moisturizer-P416561?skuId=2051910
Natural Moisturizing Factors + HA,The Ordinary,5.8,1639,4.1, ,Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2031425-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414?skuId=2031425
Daily Greens Oil-Free Gel Moisturizer with Moringa and Papaya,Farmacy,38,1165,4.2,  An oil-free%2C silicone-free daily moisturizer that delivers lightweight%2C lasting hydration while helping to clear pores and reduce shine.,Normal|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2327989-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/farmacy-daily-greens-oil-free-gel-moisturizer-with-moringa-papaya-P458209?skuId=2327989
Ultra Repair Oil-Control Moisturizer,First Aid Beauty,32,226,4.3,  An oil-free cream that mattifies and delivers weightless hydration without clogging pores.,Normal|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2339513-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/first-aid-beauty-ultra-repair-oil-control-moisturizer-P455894?skuId=2339513
Superfood Air-Whip Moisturizer with Hyaluronic Acid,Youth To The People,48,1449,4.1,  A lightweight moisturizer for combination and oily skin with antioxidant-rich superfoods%2C cross-linked hyaluronic acid%2C and essential phytonutrients.,Normal|Dry|Anti-aging,https://www.sephora.com/productimages/sku/s1863604-main-zoom.jpg?imwidth=270&pb=allure-best-2020&imwidth=164,https://www.sephora.com/product/kale-spinach-hyaluronic-acid-age-prevention-cream-P411388?skuId=1863604
Intensive Hydrating Cream with Green Tea Seed,innisfree,24,195,4.6,  A daily moisturizer infused with a blend of Jeju green tea and green tea seed oil to deliver intense hydration for a healthy-looking%2C glowing complexion.,Combination|Oily,https://www.sephora.com/productimages/sku/s2443265-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/innisfree-intensive-hydrating-cream-with-green-tea-seed-P468661?skuId=2443265
The True Cream Aqua Bomb,belif,38,6799,4.5,"  A lightweight gel-cream that provides a burst of hydration for a healthy glow and acts as a cooling and refreshing ""drink of water"" for dull%2C dry skin.",Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s1686427-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/the-true-cream-aqua-bomb-P394639?skuId=1686427
Magic Cream Moisturizer with Hyaluronic Acid,Charlotte Tilbury,100,2195,4.3,  A visibly age-defying moisturizer with hyaluronic acid to plump the look of skin and diminish the look of wrinkles%2C leaving your complexion visibly glowing and prepped for flawless makeup. ,Normal|Dry|Anti-aging,https://www.sephora.com/productimages/sku/s2486272-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/charlotte-s-magic-cream-P433520?skuId=2486272
Vitamin B%2C C%2C and E Moisturizer,The INKEY List,4.99,234,4.3,  A lightweight daily moisturizer that delivers every essential vitamin for healthy-looking skin%2C including clarifying and hydrating B3%2C brightening C%2C and soothing E.,Normal|Brightening|Anti-aging,https://www.sephora.com/productimages/sku/s2335628-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/the-inkey-list-vitamin-b-c-e-moisturizer-P455365?skuId=2335628
Cicapair™ Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52,4399,4.1,  A bestselling green-to-beige cica cream with mineral-SPF protection that rapidly neutralizes the look of redness and visibly evens tone for healthy-%2C natural-looking skin.,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s1855709-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/cicapair-tiger-grass-color-correcting-treatment-spf-30-P411540?skuId=1855709
100% Sugarcane Squalane Oil,Biossance,32,416,4.6,  A weightless and replenishing multipurpose squalane oil—harvested from renewable sugarcane—that’s highly stable and totally sustainable.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2051944-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/100-squalane-oil-P416564?skuId=2051944
BioLumin-C Vitamin-C Gel Moisturizer,Dermalogica,65,250,4.7,  A brightening gel moisturizer%2C boosted with ultra-stable vitamin C%2C that provides weightless hydration and smooths the look of dullness and uneven texture.,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2479814-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/dermalogica-biolumin-c-vitamin-c-gel-moisturizer-P475086?skuId=2479814
Aqua Bomb Brightening Vitamin C Cream,belif,43,690,4.5,  A lightweight cream born from the Aqua Bomb DNA with added vitamins C and E plus four types of hyaluronic acid for visibly bright%2C glowing skin. ,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2454627-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/belif-aqua-bomb-brightening-vitamin-c-cream-P471535?skuId=2454627
Dynamic Skin Recovery SPF 50 Moisturizer,Dermalogica,75,531,4.5, A daily SPF moisturizer that is loaded with antioxidants and helps reduce the look of fine lines and wrinkles.      ,,https://www.sephora.com/productimages/sku/s2221182-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/dynamic-skin-recovery-spf50-P443354?skuId=2221182
Cicapair™ Tiger Grass Calming Gel Cream,Dr. Jart+,48,614,4.5,  An ultra-light hydrating gel cream enriched with a blend of strengthening Jartbiome%2C soothing Centella Rx%2C and reparative Cicabond.,Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2267821-main-zoom.jpg?imwidth=270&pb=allure-best-2020&imwidth=164,https://www.sephora.com/product/cicapair-tiger-grass-calming-gel-cream-P448185?skuId=2267821
Active Moist Moisturizer,Dermalogica,66,406,4.6,  A lightweight%2C oil-free%2C prebiotic moisturizer that supports the skin‘s microbiome and provides effective hydration. ,Normal|Combination|Oily,https://www.sephora.com/productimages/sku/s2010247-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/active-moist-P423142?skuId=2010247
Hydrating Petal Cream – 1% Pure Hyaluronic Acid Moisturizer,Saint Jane Beauty,68,61,4.8,  A hydrating%2C smoothing cream with silky floral essences and visibly plumping hyaluronic acid for petal-soft moisture that lasts all day.,Normal|Dry|Combination|Anti-aging,https://www.sephora.com/productimages/sku/s2460368-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/saint-jane-beauty-hydrating-petal-cream-1-pure-hyaluronic-acid-500mg-cbd-P473723?skuId=2460368
Benefiance Wrinkle Smoothing Day Cream SPF 23,Shiseido,70,193,4.6, An anti-aging moisturizer with SPF 23 that hydrates and visibly corrects wrinkles.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2234110-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/benefiance-wrinkle-smoothing-day-cream-broad-spectrum-spf-23-P448201?skuId=2234110
GinZing™ Oil- Free Energy Boosting Gel Moisturizer,Origins,32,3118,4.4,  An oil-free%2C energy-boosting gel moisturizer that helps wake up dull%2C normal-to-oily skin with lasting 72-hour hydration.,Normal|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2263713-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/ginzing-energy-boosting-gel-moisturizer-P444044?skuId=2263713
Rich Bitch Cactus + Vitamin C Moisturizer,Freck Beauty,32,165,4.5,  A cream with vitamin C and cactus extract to comfort parched%2C sensitive skin all year-round. It’s the light yet rich ultra-moisturizer of your dreams. ,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2441244-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/freck-beauty-rich-bitch-cactus-vitamin-c-moisturizer-P469862?skuId=2441244
The Rich Cream with TFC8® Face Moisturizer,Augustinus Bader,265,434,4.4,  An intensely hydrating moisturizer powered by patented TFC8® that’s clinically shown to reduce the appearance of fine lines%2C wrinkles%2C and hyperpigmentation.,Normal|Dry|Anti-aging,https://www.sephora.com/productimages/sku/s2458842-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/augustinus-bader-the-rich-cream-with-tfc8-face-moisturizer-P470509?skuId=2458842
C.E.O. Vitamin C Brightening Rich Hydration Moisturizer,Sunday Riley,65,949,4, ,Oily,https://www.sephora.com/productimages/sku/s2222941-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/c-e-o-c-e-antioxidant-protect-repair-moisturizer-P416139?skuId=2222941
Protini™ Polypeptide Moisturizer,Drunk Elephant,68,5721,4,  A protein moisturizer that combines signal peptides%2C growth factors%2C amino acids%2C and pygmy waterlily to visibly improve skin‘s tone%2C texture%2C and firmness. ,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2025633-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633
Instant Reset Brightening Overnight Recovery Gel-Cream with Niacinamide Refill,Fenty Skin,36,1,5,  A noncomedogenic%2C benefit-packed%2C luxe%2C gel-cream moisturizer that Rihanna created specifically for her bedtime routine.,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2418911-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/fenty-skin-rihanna-instant-reset-overnight-recovery-gel-cream-refill-P476496?skuId=2418911
Ceramidin ™ Moisturizing Cream,Dr. Jart+,48,1898,4.5,  An everyday cream with five ceramides to support skin’s moisture barrier and prevent water loss.,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2077840-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/ceramidin-tm-cream-P434363?skuId=2077840
Ultra Repair Face Moisturizer,First Aid Beauty,28,940,4.2,  A nurturing daily facial moisturizer that provides hydration%2C leaving skin silky-soft and smooth.  ,Normal,https://www.sephora.com/productimages/sku/s1459221-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/ultra-repair-face-moisturizer-P375534?skuId=1459221
The Water Cream Oil-Free Pore Minimizing Moisturizer,Tatcha,68,3835,4, ,Oily,https://www.sephora.com/productimages/sku/s1932920-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/the-water-cream-P418218?skuId=1932920
Greek Yoghurt Nourishing Probiotic Gel-Cream,KORRES,36,3094,4.3,  A Mediterranean superfood gel-cream with prebiotic- and probiotic-rich Greek yoghurt plus time-released hydration to keep your skin looking dewy and hydrated all day.,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2338390-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/korres-greek-yogurt-nourishing-probiotic-gel-cream-P456207?skuId=2338390
Confidence in a Cream Hydrating Moisturizer,IT Cosmetics,49,1219,4.3,  An ultra-hydrating%2C anti-aging face moisturizer that's clinically tested to give your skin a supple%2C healthier%2C younger-looking appearance.  ,Normal|Dry|Combination|Oily|Brightening|Anti-aging,https://www.sephora.com/productimages/sku/s1868256-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/confidence-in-cream-transforming-moisturizing-super-cream-P411403?skuId=1868256
Pink Cloud Soft Moisture Cream,Herbivore,44,135,4.6,  A dreamy moisturizer that visibly plumps skin with hydration and restores its bounce with tremella mushroom and vegan squalane.,Normal|Dry|Combination|Anti-aging,https://www.sephora.com/productimages/sku/s2379360-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/herbivore-botanicals-pink-cloud-soft-moisture-cream-P474326?skuId=2379360
Honey Halo Moisturizer Jumbo,Farmacy,68,4,4.8,  An intense moisturizer that replenishes dry%2C distressed skin with lasting hydration to visibly plump and improve the look of fine lines. ,Normal|Dry,https://www.sephora.com/productimages/sku/s2527638-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/farmacy-honey-halo-moisturizer-jumbo-P475540?skuId=2527638
The Silk Cream,Tatcha,120,249,4.2, ,Combination,https://www.sephora.com/productimages/sku/s1939131-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/the-silk-cream-P417867?skuId=1939131
Resveratrol Lift Firming Cashmere Moisturizer,Caudalie,65,222,4.7,  A daily moisturizer to visibly firm%2C lift%2C and reduce the look of fine lines and wrinkles with patented resveratrol%2C hyaluronic acid%2C and a vegan collagen alternative.,Normal|Dry|Anti-aging,https://www.sephora.com/productimages/sku/s2421089-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/caudalie-resveratrol-lift-firming-cashmere-moisturizer-P467750?skuId=2421089
Ginger Honey Nourishing Cream,innisfree,28,15,4.9,  A rich cream infused with Ginger Honey Complex™%2C a blend of nutrient-rich ginger and nourishing honey%2C that wraps dry skin in comforting moisture.,Dry,https://www.sephora.com/productimages/sku/s2443141-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/innisfree-ginger-honey-nourishing-cream-P470032?skuId=2443141
Crème de la Mer Moisturizer,La Mer,530,1303,4.1,  An ultra-rich cream that quickly immerses skin in healing moisture and reveals a firmer feel and a more lifted%2C rejuvenated look over time.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2231546-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/creme-de-la-mer-moisturizing-cream-P416341?skuId=2231546
Lala Retro™ Whipped Moisturizer with Ceramides,Drunk Elephant,60,1550,4.1,  A rescue cream infused with six African oils and a plant ceramide complex for intense moisture and replenishing barrier support. ,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2233849-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849
The Cream with TFC8® Face Moisturizer,Augustinus Bader,170,386,4.5,  A light%2C hydrating moisturizer powered by patented TFC8® that’s clinically shown to reduce the appearance of fine lines%2C wrinkles%2C and hyperpigmentation.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2458875-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/augustinus-bader-the-cream-with-tfc8-face-moisturizer-P470507?skuId=2458875
Aquarius Pore Purifying BHA Cream,Herbivore,44,142,4.6,  A lightweight moisturizer—powered by soothing blue tansy and clarifying willow bark BHA—that purifies pores and visibly balances skin. ,Normal|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2469112-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/herbivore-botanicals-aquarius-pore-purifying-clarity-cream-P474325?skuId=2469112
Skin Perfecting Lotion - Blemish Prone/Oily Skin,Murad,42,991,4.3, ,Oily|Brightening|Anti-aging,https://www.sephora.com/productimages/sku/s654301-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/skin-perfecting-lotion-blemish-prone-oily-skin-P4050?skuId=654301
Squalane + Omega Repair Moisturizer,Biossance,58,1000,4.2,  A deeply hydrating moisturizer that fortifies the moisture barrier with lipids and minimizes the appearance of fine lines for visibly plump%2C replenished skin.,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s2105856-main-zoom.jpg?imwidth=270&pb=clean-planet-positive-badge-2021&imwidth=164,https://www.sephora.com/product/squalane-omega-repair-cream-P433887?skuId=2105856
Ultra Repair Firming Collagen Cream with Peptides and Niacinamide,First Aid Beauty,42,437,4.7,  A luxurious moisturizer that hydrates and helps visibly firm skin. ,Normal|Dry|Combination|Anti-aging,https://www.sephora.com/productimages/sku/s2417269-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/first-aid-beauty-ultra-repair-firming-collagen-cream-with-peptides-niacinamide-P468821?skuId=2417269
Water Drench Hyaluronic Acid Moisturizer,Peter Thomas Roth,52,1681,4.3,  A fluffy-light 30% Hyaluronic Acid Complex cream with Pentavitin®%2C a breakthrough ingredient that helps provide up to 72 hours of hydration.*,Normal|Dry|Combination|Oily|Anti-aging,https://www.sephora.com/productimages/sku/s1898550-main-zoom.jpg?imwidth=270&imwidth=164,https://www.sephora.com/product/water-drench-hyaluronic-cloud-cream-P415701?skuId=1898550
Barrier+ Triple Lipid-Peptide Lotion Moisturizer,Skinfix,38,527,4.7,  A lightweight%2C hydrating lotion powered by vital lipids%2C Nutri-Peptides%2C and small-particle hyaluronic acid to support and visibly repair the skin barrier.,Normal|Dry|Combination|Oily,https://www.sephora.com/productimages/sku/s2215937-main-zoom.jpg?imwidth=270&pb=2020-03-sephora-clean-2019&imwidth=164,https://www.sephora.com/product/barrier-lipid-peptide-lotion-P442839?skuId=2215937
